x,y,z,Doppler
-0.05995841324329376,0.06327349692583084,0.002725382335484028,-0.36213648319244385
0.12536758184432983,0.11816976964473724,0.02725382335484028,0.36213648319244385
0.1798752397298813,0.18840652704238892,0.024528440088033676,0.6035608053207397
-0.2371082603931427,0.10277259349822998,-0.04088073596358299,-0.6035608053207397
-0.07085993885993958,0.0459289625287056,0.021803058683872223,-0.36213648319244385
0.18396331369876862,0.116228848695755,0.01362691167742014,0.6035608053207397
0.162160262465477,0.25701814889907837,0.028616515919566154,0.4828486442565918
-0.22075596451759338,0.1365685909986496,-0.032704588025808334,-0.6035608053207397
0.09402569383382797,0.08947185426950455,0.016352294012904167,0.4828486442565918
0.13081835210323334,0.21693769097328186,0.06540917605161667,0.36213648319244385
0.14308257400989532,0.26963043212890625,0.0,0.2414243221282959
-0.17714984714984894,0.1254490315914154,0.020440367981791496,-0.4828486442565918
0.08993761986494064,0.08758404850959778,0.03679266199469566,0.4828486442565918
0.138994500041008,0.21414639055728912,0.05723302811384201,0.4828486442565918
0.03815535455942154,0.07533106952905655,0.021803058683872223,0.36213648319244385
0.13626912236213684,0.16521751880645752,0.04088073596358299,0.4828486442565918
-0.24119633436203003,0.09024108946323395,-0.04496880620718002,-0.6639168858528137
0.069497250020504,0.10961832106113434,0.016352294012904167,0.4828486442565918
0.04905688017606735,0.2738187313079834,0.004769419319927692,0.3017804026603699
-0.26708748936653137,0.14497779309749603,-0.028616515919566154,-0.6035608053207397
0.08721223473548889,0.15105602145195007,0.0,0.36213648319244385
0.138994500041008,0.21923664212226868,0.032704588025808334,0.4828486442565918
-0.2371082603931427,0.10277259349822998,-0.04088073596358299,-0.6035608053207397
-0.07085993885993958,0.04712626710534096,0.01907767727971077,-0.36213648319244385
0.07631070911884308,0.15684570372104645,0.0,0.36213648319244385
0.10628990828990936,0.23893381655216217,-0.008176147006452084,0.4828486442565918
-0.20440366864204407,0.1633184254169464,0.0,-0.4828486442565918
0.10901529341936111,0.1321740299463272,0.032704588025808334,0.4828486442565918
0.14308257400989532,0.2145898938179016,0.040880732238292694,0.5432047247886658
-0.16352294385433197,0.14421367645263672,0.0,-0.4828486442565918
0.10901529341936111,0.13340461254119873,0.02725382335484028,0.4828486442565918
0.09538838267326355,0.2885400056838989,0.028616515919566154,0.36213648319244385
-0.28616514801979065,0.0991305485367775,-0.03815535455942154,-0.6035608053207397
0.0463314987719059,0.06753231585025787,0.02997920662164688,0.36213648319244385
0.14308257400989532,0.16094762086868286,0.03406728059053421,0.6035608053207397
0.09538838267326355,0.2885400056838989,0.028616515919566154,0.2414243221282959
-0.20440366864204407,0.1458016037940979,-0.07358532398939133,-0.4828486442565918
0.08176147192716599,0.15252405405044556,0.021803058683872223,0.36213648319244385
0.138994500041008,0.21923664212226868,0.032704588025808334,0.7242729663848877
-0.2480098009109497,0.175628662109375,-0.028616515919566154,-0.4828486442565918
-0.10628990828990936,0.06159304454922676,-0.04496880993247032,-0.36213648319244385
0.10901529341936111,0.12701568007469177,0.04905688017606735,0.6035608053207397
0.16352294385433197,0.2001069188117981,0.04088073596358299,0.4828486442565918
0.03542996942996979,0.07383724302053452,0.02997920662164688,0.36213648319244385
0.1158287525177002,0.1847188025712967,0.0,0.4828486442565918
-0.253460556268692,0.06008220091462135,-0.024528440088033676,-0.7242729663848877
0.07085993885993958,0.1946885883808136,0.028616514056921005,0.36213648319244385
0.10492722690105438,0.2667465806007385,0.10492722690105438,0.36213648319244385
-0.28616514801979065,0.10449276864528656,0.01907767727971077,-0.6035608053207397
0.1498960256576538,0.15296171605587006,0.04088073596358299,0.7242729663848877
0.0463314987719059,0.06114458665251732,0.02316574938595295,0.36213648319244385
0.138994500041008,0.2161659449338913,0.04905688017606735,0.4828486442565918
-0.22893211245536804,0.10846886038780212,-0.06540917605161667,-0.6035608053207397
-0.07358532398939133,0.04673057422041893,0.002725382335484028,-0.36213648319244385
0.0926629975438118,0.14524012804031372,0.02725382335484028,0.36213648319244385
0.032704588025808334,0.18331314623355865,0.02657247893512249,-0.5733827352523804
-0.1962275207042694,0.1722821146249771,0.016352294012904167,-0.6035608053207397
0.0926629975438118,0.14225003123283386,0.027253825217485428,0.4828486442565918
0.08584954589605331,0.2915203869342804,-0.028616515919566154,0.6035608053207397
-0.18805138766765594,0.1817239373922348,-0.008176147006452084,-0.4828486442565918
0.13626912236213684,0.15876959264278412,0.06132110208272934,0.6035608053207397
0.11446606367826462,0.28232383728027344,0.01907767727971077,0.6035608053207397
-0.23847097158432007,0.18447235226631165,-0.047694191336631775,-0.4828486442565918
0.11446605622768402,0.12979231774806976,0.021803058683872223,0.4828486442565918
0.10492722690105438,0.28264594078063965,0.047694191336631775,0.4828486442565918
-0.23847097158432007,0.19053815305233002,0.0,-0.4828486442565918
0.11446605622768402,0.12212633341550827,0.04905688017606735,0.4828486442565918
0.18600735068321228,0.2052234411239624,0.058595724403858185,0.5432047247886658
0.1158287525177002,0.1845930963754654,0.00681345583871007,0.4828486442565918
0.09538838267326355,0.28979864716529846,0.009538838639855385,0.4828486442565918
